#PTM ID	Entrez Gene ID	BioGRID ID	Systematic Name	Official Symbol	Synonymns	Relationship	Identity	Author	Pubmed ID	Organism ID	Organism Name	Source Database
5423	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Honey S (2007)	17267692	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5423	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Perkins G (2001)	11532947	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5424	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5424	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Boronat S (2007)	17130241	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5424	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Elsasser S (1999)	10512865	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5424	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Honey S (2007)	17267692	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5424	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Perkins G (2001)	11532947	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5424	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5424	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Boronat S (2007)	17130241	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5424	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Elsasser S (1999)	10512865	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5424	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Honey S (2007)	17267692	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5424	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Perkins G (2001)	11532947	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5425	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5425	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Boronat S (2007)	17130241	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5425	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Elsasser S (1999)	10512865	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5425	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Honey S (2007)	17267692	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5425	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Perkins G (2001)	11532947	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5425	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5425	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Boronat S (2007)	17130241	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5425	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Elsasser S (1999)	10512865	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5425	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Honey S (2007)	17267692	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5425	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Perkins G (2001)	11532947	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5426	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5426	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Boronat S (2007)	17130241	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5426	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Elsasser S (1999)	10512865	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5426	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Honey S (2007)	17267692	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5426	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Perkins G (2001)	11532947	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5426	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5426	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Boronat S (2007)	17130241	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5426	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Elsasser S (1999)	10512865	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5426	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Honey S (2007)	17267692	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5426	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Perkins G (2001)	11532947	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5427	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5427	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Boronat S (2007)	17130241	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5427	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Elsasser S (1999)	10512865	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5427	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Honey S (2007)	17267692	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5427	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Perkins G (2001)	11532947	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5427	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5427	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Boronat S (2007)	17130241	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5427	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Elsasser S (1999)	10512865	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5427	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Honey S (2007)	17267692	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5427	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Perkins G (2001)	11532947	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5428	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5428	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Boronat S (2007)	17130241	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5428	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Elsasser S (1999)	10512865	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5428	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Honey S (2007)	17267692	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5428	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Perkins G (2001)	11532947	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5428	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5428	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Boronat S (2007)	17130241	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5428	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Elsasser S (1999)	10512865	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5428	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Honey S (2007)	17267692	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5428	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Perkins G (2001)	11532947	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5429	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5429	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Boronat S (2007)	17130241	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5429	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Elsasser S (1999)	10512865	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5429	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Honey S (2007)	17267692	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5429	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Perkins G (2001)	11532947	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5429	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5429	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Boronat S (2007)	17130241	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5429	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Elsasser S (1999)	10512865	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5429	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Honey S (2007)	17267692	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5429	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Perkins G (2001)	11532947	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5433	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5434	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5435	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Holt LJ (2009)	19779198	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5437	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Yoon HJ (1993)	8382976	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5442	852433	32836	YBR136W	MEC1	ESR1|RAD31|SAD3|protein kinase MEC1|L000000586|S000029404|S000007656	kinase	catalytic	Chen SH (2010)	20190278	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5442	852190	32616	YBL088C	TEL1	DNA-binding protein kinase TEL1|L000002281	kinase	catalytic	Chen SH (2010)	20190278	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5463	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Zachariae W (1998)	9831566	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5463	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Hall MC (2004)	15467459	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5463	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Zachariae W (1998)	9831566	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5463	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Hall MC (2004)	15467459	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5464	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Zachariae W (1998)	9831566	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5464	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Hall MC (2004)	15467459	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5464	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Zachariae W (1998)	9831566	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5464	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Hall MC (2004)	15467459	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5465	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Zachariae W (1998)	9831566	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5465	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Hall MC (2004)	15467459	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5465	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Zachariae W (1998)	9831566	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5465	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Hall MC (2004)	15467459	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5466	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Hall MC (2004)	15467459	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5467	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Hall MC (2004)	15467459	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5468	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Crasta K (2008)	18500339	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5468	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Zachariae W (1998)	9831566	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5468	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Hall MC (2004)	15467459	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5468	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Crasta K (2008)	18500339	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5468	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Zachariae W (1998)	9831566	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5468	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Hall MC (2004)	15467459	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5469	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Crasta K (2008)	18500339	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5469	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Zachariae W (1998)	9831566	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5469	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Hall MC (2004)	15467459	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5469	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Crasta K (2008)	18500339	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5469	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Zachariae W (1998)	9831566	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5469	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Hall MC (2004)	15467459	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5470	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Crasta K (2008)	18500339	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5470	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Zachariae W (1998)	9831566	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5470	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Hall MC (2004)	15467459	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5470	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Crasta K (2008)	18500339	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5470	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Zachariae W (1998)	9831566	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5470	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Hall MC (2004)	15467459	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5471	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Crasta K (2008)	18500339	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5471	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Zachariae W (1998)	9831566	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5471	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Hall MC (2004)	15467459	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5471	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Crasta K (2008)	18500339	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5471	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Zachariae W (1998)	9831566	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5471	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Hall MC (2004)	15467459	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5472	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Hall MC (2004)	15467459	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5473	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Hall MC (2004)	15467459	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5474	853338	33650	YJL106W	IME2	SME1|protein kinase IME2|L000000862	kinase	catalytic	Breitkreutz A (2010)	20489023	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5474	853338	33650	YJL106W	IME2	SME1|protein kinase IME2|L000000862	kinase	catalytic	Holt LJ (2007)	17349956	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5475	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Hall MC (2004)	15467459	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5476	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Hall MC (2004)	15467459	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5477	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Crasta K (2008)	18500339	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5477	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Zachariae W (1998)	9831566	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5477	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Kosugi S (2009)	19520826	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5477	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Crasta K (2008)	18500339	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5477	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Zachariae W (1998)	9831566	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5477	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Kosugi S (2009)	19520826	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5478	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Crasta K (2008)	18500339	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5478	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Zachariae W (1998)	9831566	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5478	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Kosugi S (2009)	19520826	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5478	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Crasta K (2008)	18500339	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5478	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Zachariae W (1998)	9831566	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5478	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Kosugi S (2009)	19520826	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5479	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Crasta K (2008)	18500339	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5479	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Zachariae W (1998)	9831566	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5479	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Kosugi S (2009)	19520826	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5479	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Crasta K (2008)	18500339	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5479	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Zachariae W (1998)	9831566	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5479	856237	36288	YPR120C	CLB5	B-type cyclin CLB5|L000000353	kinase	regulatory	Kosugi S (2009)	19520826	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
5480	852457	32859	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	kinase	catalytic	Crasta K (2008)	18500339	559292	Saccharomyces cerevisiae (S288c)	PhosphoGRID
